12,Eagles,Titans
12,Chargers,Rams
12,Seahawks,Cardinals
12,Broncos,Dolphins
12,49ers,Redskins
12,Giants,Cowboys
12,Saints,Ravens
13,Lions,Bears
13,Cowboys,Eagles
13,49ers,Seahawks
13,Bills,Browns
13,Colts,Redskins
13,Texans,Titans
13,Jaguars,Giants
13,Vikings,Panthers
13,Steelers,Saints
13,Rams,Raiders
13,Ravens,Chargers
13,Buccaneers,Bengals
13,Falcons,Cardinals
13,Packers,Patriots
13,Chiefs,Broncos
13,Jets,Dolphins
14,Bears,Cowboys
14,Bengals,Steelers
14,Browns,Colts
14,Lions,Buccaneers
14,Jaguars,Texans
14,Dolphins,Ravens
14,Vikings,Jets
14,Saints,Panthers
14,Titans,Giants
14,Redskins,Rams
14,Cardinals,Chiefs
14,Broncos,Bills
14,Eagles,Seahawks
14,Raiders,49ers
14,Chargers,Patriots
14,Packers,Falcons
15,Rams,Cardinals
15,Falcons,Steelers
15,Bills,Packers
15,Panthers,Buccaneers
15,Browns,Bengals
15,Colts,Texans
15,Lions,Vikings
15,Chiefs,Raiders
15,Patriots,Dolphins
15,Giants,Redskins
15,Ravens,Jaguars
15,Titans,Jets
15,Chargers,Broncos
15,Seahawks,49ers
15,Eagles,Cowboys
15,Bears,Saints
16,Jaguars,Titans
16,49ers,Chargers
16,Redskins,Eagles
16,Panthers,Browns
16,Bears,Lions
16,Texans,Ravens
16,Dolphins,Vikings
16,Saints,Falcons
16,Jets,Patriots
16,Steelers,Chiefs
16,Buccaneers,Packers
16,Rams,Giants
16,Cowboys,Colts
16,Raiders,Bills
16,Cardinals,Seahawks
16,Bengals,Broncos
17,Falcons,Panthers
17,Packers,Lions
17,Texans,Jaguars
17,Chiefs,Chargers
17,Dolphins,Jets
17,Vikings,Bears
17,Patriots,Bills
17,Giants,Eagles
17,Titans,Colts
17,Steelers,Bengals
17,Ravens,Browns
17,Buccaneers,Saints
17,Redskins,Cowboys
17,Broncos,Raiders
17,Seahawks,Rams
17,49ers,Cardinals
